published_at,title,content,source_domain,language,url
2021-09-01 07:00:00,"U.S. relationship with Taliban unclear after end of Afghanistan War, senior defense and diplomatic officials say","WASHINGTON – Secretary of Defense Lloyd Austin said Wednesday it was not yet clear what kind of relationship, if any, the Pentagon would have with the Taliban in Afghanistan after Western forces spent 20 years fighting the Islamist militant group.
""It's hard to predict where this will go in the future with respect to the Taliban,"" Austin told reporters at the Pentagon when asked about the next steps following Monday's complete U.S. military departure from the country.
""We don't know what the future of the Taliban is,"" explained Chairman of the Joint Chiefs of Staff U.S. Army Gen. Mark Milley.
""I can tell you from personal experience that this is a ruthless group from the past and whether or not they change remains to be seen,"" Milley said, adding that he and Austin both fought against the group during their military careers.
""And as far as our dealings with them at that airfield, or in the past year or so, in war, you do what you must in order to reduce risk to mission and force, not what you necessarily want to do,"" Milley explained when asked about U.S. and Taliban coordination in the final days of an immense humanitarian evacuation mission.
The U.S. coordinated with the Taliban during the war's final days to ensure safe passage for U.S. citizens and Afghan nationals to Hamid Karzai International Airport in Kabul for evacuation. However, there were reports that the Islamist militants blocked some Afghans from reaching the airport contrary to their public statements.
When asked at the State Department if the U.S. would recognize the Taliban as a legitimate government, Undersecretary for Political Affairs Victoria Nuland said it was premature to say.
""Our relationship with the Taliban will be guided by what they do not by what they say,"" Nuland began. ""Now that said, there are some urgent questions, like the humanitarian condition of the people of Afghanistan. So we are looking at those kinds of things,"" she added.
""But we have made no decisions about any of the rest of it, and we certainly won't unless and until we see the kinds of behavior expected,"" Nuland said.
The remarks from the highest levels of the Defense and State departments come one day after President Joe Biden defiantly defended his decision to withdraw U.S. forces from Afghanistan.
""When I was running for president I made a commitment that I would end this war, and today I have honored that commitment. It was time to be honest with the American people; we no longer had a clear purpose in an open-ended mission in Afghanistan,"" Biden said Tuesday from the White House.
""This decision about Afghanistan is not just about Afghanistan, it's about ending an era of major military operations to remake other countries,"" the president added.
With its troops now gone, the U.S. will have to rely on diplomatic engagement with the Taliban to guarantee safe passage out of Afghanistan for the Americans who remain and Afghans who worked for the U.S.
Biden in his Tuesday address said that ""90% of Americans in Afghanistan who wanted to leave were able to leave."" Less than 200 Americans remain in the country, according to the State Department.
The president said the U.S. will hold the Taliban accountable for guaranteeing safe passage to anyone who still wants out of Afghanistan.
The U.S. and NATO launched their military campaign in Afghanistan in October 2001, weeks after the 9/11 attacks. The Taliban at the time provided sanctuary to al-Qaeda, the terrorist group that planned and carried out the devastating attacks on the World Trade Center and the Pentagon.
About 2,500 U.S. service members have died in the conflict, which also claimed the lives of more than 100,000 Afghan troops, police personnel and civilians. The wars in Afghanistan, Iraq and Syria have cost U.S. taxpayers more than $1.57 trillion collectively since Sept. 11, 2001, according to a Defense Department report.",cnbc.com,en,https://www.cnbc.com/2021/09/01/afghanistan-update-us-relationship-with-taliban-unclear-after-end-of-war.html
2021-09-01 07:00:00,Reserve Bank of India may begin policy normalization toward year-end: HSBC,"watch now
Reserve Bank of India may begin policy normalization toward year-end: HSBC
Pranjul Bhandari of HSBC says the Reserve Bank of India may start a ""very gradual"" monetary policy normalization process toward the end of this year, but rate hikes will only follow in 2022.
03:19
Wed, Sep 1 20211:50 AM EDT",cnbc.com,en,https://www.cnbc.com/video/2021/09/01/india-may-begin-monetary-policy-normalization-toward-year-end-hsbc.html
2021-09-04 07:00:00,"'Stagflation' is the greatest threat to Europe’s recovery, warns ex-Italian PM Monti","Former Italian Prime Minister Mario Monti told CNBC Saturday that he believes the greatest threat to Europe's economic recovery from the coronavirus pandemic is ""stagflation.""
Monti, now the president of Italy's Bocconi University, said the ""huge mass"" of accommodative monetary policy by central banks and fiscal stimulus from governments, implemented to support economies amid the coronavirus pandemic, ""may well fire more inflation.""
At the same time, Monti said there were ""a number of constraints on the flexibility of production"" to increase.
Stagflation is generally considered to be when the rate of inflation is high but economic growth has slowed and unemployment remains elevated.
The IHS Markit euro zone flash composite purchasing managers' index, which looks at activity across manufacturing and services, hit a two-month low of 59.5 in August versus 60.2 in July. A reading higher than 50 still represents an expansion in economic activity, but many economists have suggested that momentum may be slowing in the region.
There is also concern around the effect of supply chain issues from Asia hitting manufacturing activity in Europe, as well as the fact that higher wages could feed into inflationary pressures.
Speaking to CNBC's Steve Sedgwick at the European House Ambrosetti Forum on Saturday, Monti said that economies, not only in the EU, could start to experience elements of ""stagflation"" similar to that seen in many countries in the 1970s.
Monti said, therefore, it will be ""very important to manage wisely and in a coordinated manner this transition from a needed abundance of monetary and financial support to a more ordinary situation.""
Preliminary data released on Tuesday showed inflation in the euro zone hit a 10-year high in August, with consumer prices up 3% from a year ago.
The European Central Bank is due to hold its next policy meeting on Sep. 9 and is expected to discuss the path forward for its asset purchasing program. However, analysts told CNBC earlier in the week that they expect the ECB to hold off announcing a tapering of its Covid stimulus measures until December.
— CNBC's Silvia Amaro contributed to this report.",cnbc.com,en,https://www.cnbc.com/2021/09/04/mario-monti-stagflation-is-the-greatest-risk-to-europes-recovery.html
2021-09-05 07:00:00,"Taliban, opposition fight for Afghan holdout province, top U.S. general warns of civil war","Taliban and opposition forces battled on Saturday to control the Panjshir Valley north of Kabul, the last Afghan province holding out against the militant group, as the top U.S. general warned of a ""civil war"" if the Islamists failed to consolidate power.
Both sides claimed to have the upper hand in Panjshir but neither could produce conclusive evidence to prove it. The Taliban, which swept through the country ahead of the final withdrawal of U.S.-led forces this week, were unable to control the valley when they ruled Afghanistan from 1996 to 2001.
Taliban spokesman Bilal Karimi said the districts of Khinj and Unabah had been taken, giving Taliban forces control of four of the province's seven districts.
""The Mujahideen (Taliban fighters) are advancing toward the centre (of the province),"" he said on Twitter.
But the National Resistance Front of Afghanistan, grouping forces loyal to local leader Ahmad Massoud, said it surrounded ""thousands of terrorists"" in Khawak pass and the Taliban had abandoned vehicles and equipment in the Dashte Rewak area.
Front spokesman Fahim Dashti added ""heavy clashes"" were going on.
In a Facebook post, Massoud insisted Panjshir ""continues to stand strongly."" Praising ""our honourable sisters"", he said demonstrations by women in the western city of Herat calling for their rights showed Afghans had not given up demands for justice and ""they fear no threats.""
U.S. General Mark Milley, chairman of the Joint Chiefs of Staff, underscored the tenuous situation.
""My military estimate is, is that the conditions are likely to develop of a civil war. I don't know if the Taliban is going to be able to consolidate power and establish governance,"" Milley said.
Speaking to Fox News from Ramstein Air Base in Germany, Milley said if they cannot that will ""in turn lead to a reconstitution of Al Qaeda or a growth of ISIS or other myriad of terrorist groups"" over the next three years.
Emergency, an Italian medical aid organization, said Taliban forces had pushed further into the Panjshir Valley on Friday night, reaching the village of Anabah where the group has medical facilities.
""We have received a small number of wounded people at the Anabah Surgical Centre,"" Emergency said in a statement, adding that many people fled in recent days.
It was not immediately possible to get further independent confirmation of events in Panjshir, which is walled off by mountains except for a narrow entrance.
Celebrations
Celebratory gunfire resounded in Kabul on Friday as reports spread of the Taliban's takeover of Panjshir. News agencies said at least 17 people were killed and 41 hurt.
Pakistan's spy chief Lieutenant General Faiz Hameed flew into Kabul on Saturday. It was not clear what his agenda was, but a senior official in Pakistan said earlier in the week that Hameed, who heads the powerful Inter-Services Intelligence (ISI) agency, could help the Taliban reorganize the Afghan military.
Washington has accused Pakistan and the ISI of backing the Taliban in the group's two-decade fight against the U.S.-backed government in Kabul, although Islamabad has denied the charges.
In Kabul, Taliban fighters broke up a demonstration by about a dozen women urging the group to respect women's rights to education and jobs, according to private broadcaster Tolo news.
Footage showed women confronted by armed militants covering their mouths and coughing, and one demonstrator said the fighters had used tear gas and tasers against the participants, who had been carrying banners and a bouquet of flowers.
""They also hit women on the head with a gun magazine, and the women became bloody,"" said a demonstrator who gave her name as Soraya.
The Taliban imposed violent punishments and barred women and older girls from school and work when previously in power, but have sought to present a more moderate face this time.
Government next week
A Taliban source said the announcement of a new government would be pushed back to next week.
Taliban co-founder Mullah Abdul Ghani Baradar, reported by some Taliban sources to be in line to lead the new government, said in remarks on Qatar's Al Jazeera channel that the new administration will include all factions of Afghans.
""We are doing our utmost efforts to improve their living conditions. The government will provide security, because it is necessary for economic development,"" he said.
Some signs of normality returned to Kabul.
Qatar's ambassador to Afghanistan said a technical team was able to reopen Kabul airport to receive aid, according to Al Jazeera, which also cited its correspondent as saying domestic flights had restarted.
The airport has been closed since the United States on Aug. 30 completed U.S-led evacuations of more than 120,000 U.S. citizens, other foreigners and Afghans deemed at risk from the Taliban, and withdrew the last of its troops.
The Taliban's main spokesman, Zabihullah Mujahid, also said one of the main foreign exchange dealers in Kabul had reopened.
Afghanistan's economy has been thrown into disarray by the Taliban's takeover. Many banks are closed and cash is scarce.
The United Nations said it will convene an international aid conference on Sept. 13 to help avert what U.N. Secretary General Antonio Guterres called a looming humanitarian catastrophe.
Western powers say they are prepared to engage with the Taliban and send humanitarian aid, but that formal recognition of the government and broader economic assistance will depend on action - not just promises - to safeguard human rights.",cnbc.com,en,https://www.cnbc.com/2021/09/05/taliban-opposition-fight-for-afghan-holdout-province-top-us-general-warns-of-civil-war.html
2021-09-05 07:00:00,"The Indian rupee has had a stable run this year, but UBS expects it will be 'short-lived'","The Indian rupee has been one of the most stable currencies in Asia-Pacific this year, but its stability is expected to be short-lived, according to UBS.
Strategists from the Swiss investment bank said in a note dated Aug. 25 that they expect the Indian currency to weaken to 77 per dollar by the end of the year — more than 5% weaker than current levels — and depreciate further to 79.5 by September 2022.
""We see the year-to-date INR stability as short-lived,"" UBS said, adding that a retreat in U.S. bond yields lent stability to currencies like the rupee.
The rupee changed hands at around 72.98 per dollar on Friday, strengthening some 0.19% from January levels and appreciating from levels around 74.11 last month.
What kept the rupee resilient?
The rupee's resilience has been primarily driven by two factors, according to Gaurang Somaiya, a foreign-exchange analyst at the Mumbai-based diversified financial services firm Motilal Oswal.
""First, consistent fund flows was positive for the rupee and second was the [Reserve Bank of India] bought dollars to build its reserves and prepare itself for any volatility,"" he told CNBC.
Somaiya added that fund flows were not only led by the foreign institutional investors but also through a consistent stream of foreign direct investments.
FDI equity inflow into India grew 168% on-year to $17.57 billion between April and June — the first quarter in India's fiscal year 2022. That refers to foreign money invested into Indian markets as well as businesses and is free of debt.
""Fund flows have been one of the major reasons that helped the rupee gain steadily,"" Somaiya said. He pointed out that between August last year and now, the rupee has been stuck in a relatively broad range of 72 and 75 against the dollar.
That suggests the RBI has been ""very active in managing the volatility of the rupee,"" using its interventions to build up its foreign exchange reserves to near all-time highs, he said. Latest data showed the RBI had about $616.9 billion in foreign exchange reserves as on Aug. 20.
Somaiya said he expects the rupee to appreciate in the near term, following sharp gains in the domestic stock market. He predicted the currency could appreciate to levels near 72.20 against the dollar by the end of the year. In 2022, he expects the rupee to trade around the 73.50 to 74 level as the U.S. currency strengthens.
Current account situation
Last year, India recorded a current account surplus for the first time in over a decade due to a collapse in domestic demand for imports as a result of the pandemic. That implied the value of incoming goods, services and investments into India was lower than the amount that left the country.
In the first three months of this year, India's current account deficit widened to $8.1 billion, or 1% of GDP, as the economy slowly recovered.
UBS strategists said India's quarterly current account balance has deteriorated rapidly from last year, driven by a rebound in oil prices.
""Given our expectations for India's current account deficit to persist in a 1-1.5% range into 2022, we expect the [rupee] to come under pressure when US yields start to rebound toward 2% by year-end,"" they said.
Rupee can hold up 'relatively well'
British investment bank HSBC has a more positive view on the Indian currency. It expects the rupee to reach 73 against the dollar by year-end and says the currency will likely end flat with its end-2020 level. In the longer term, the bank expects modest weakness where the rupee could weaken to 75 against the dollar.
HSBC expects the rupee to hold up ""relatively well"" in a stronger dollar environment as persistent FDI inflows and better foreign-exchange reserves will help the currency withstand external headwinds, Madan Reddy, Asia foreign-exchange strategist at HSBC Global Research, told CNBC.
""The uncertainty around slowing sequential global growth and the Fed's policy normalisation should therefore leave the [rupee] as an outperformer in Asia,"" he said.
U.S. Federal Reserve chair Jerome Powell last month indicated that the central bank is likely to begin withdrawing some of its easy-money policies before the end of the year, though he still sees interest rate hikes off in the distance.
Reddy said the likelihood of tighter monetary conditions in the U.S. and a re-widening of India's current account deficit point to a higher dollar/rupee pair. But, he added, excessive weakness in the rupee is less likely as the RBI would eventually remove excess liquidity conditions from the economy and restrain inflation expectations.
He pointed out the central bank's foreign-exchange purchases in recent years have helped suppress longer-term depreciation expectations among local traders.
""In our view, the RBI's FX policy will continue to remain a key driver of rupee's performance,"" Reddy said, adding that he sees little incentive for the central bank to tolerate the rupee's strength as long as capital inflows are not broad-based.
""For now, the RBI seems to be comfortable with [dollar/rupee] oscillating within its year-to-date trading range of 72.5-75.5,"" he said.
Motilal Oswal's Somaiya added that domestic factors like growth recovery are more in favor of a stronger rupee, but global factors could cap gains against the dollar.",cnbc.com,en,https://www.cnbc.com/2021/09/06/indian-rupee-inr-outlook.html
2021-09-15 07:00:00,"China sees 'Cold War mentality' in U.S., British, Australia security pact","Construction continues on China's embassy in Washington, D.C. on July 17, 2008.
Jay Mallin | Bloomberg | Getty Images
China's Washington embassy reacted to a new security pact announced by the United States, Britain and Australia on Wednesday by saying that countries should ""shake off their Cold-War mentality and ideological prejudice.""
The United States, Britain and Australia said on Wednesday they would establish a security partnership for the Indo-Pacific that will involve helping Australia acquire nuclear-powered submarines, as Chinese influence over the region grows.
Asked to comment, Chinese embassy spokesman Liu Pengyu said countries ""should not build exclusionary blocs targeting or harming the interests of third parties. In particular, they should shake off their Cold-War mentality and ideological prejudice.""",cnbc.com,en,https://www.cnbc.com/2021/09/16/china-sees-cold-war-mentality-in-us-uk-australia-security-pact.html
2021-09-16 07:00:00,Treasury sanctions Colombian drug trafficking queen 'La Patrona',"WASHINGTON — The Biden administration imposed sanctions Thursday on Zulma Maria Musso Torres, the notorious woman in charge of an international drug trafficking empire based in Colombia.
Musso Torres, 58, is said to control ""strategically located maritime corridors in northern Colombia and collects a per kilogram tax from narcotics traffickers for protection and safe passage of multi-ton shipments of narcotics,"" according to a statement from Treasury.
Also known as ""La Patrona"" or ""La Senora,"" Musso Torres oversees the logistics of transporting cocaine from Colombia to the United States, Europe, the Caribbean, Central America and Mexico.
Treasury also designated her two sons, Washington Antunez Musso and Juan Carlos Reales Britto, as well as her husband, Luis Antonio Bermudez Mejia, for providing material support to her narcotics organization.
Two Colombian entities were also designated on Thursday, agricultural trading company Exclusive Import Export S.A.S. and firearm shooting range Poligono Santa Marta S.A.S., that are believed to be owned, controlled or act on behalf of her sons.
""Office of Foreign Assets Control (OFAC) will continue to work with its interagency partners to identify, target, and disrupt the most significant drug trafficking organizations facilitating the shipment of drugs to the United States,"" OFAC Director Andrea Gacki said in a statement.
""Today's designation of Musso Torres and members of her organization serve as a reminder that Colombian cocaine continues to pose a major threat to the United States,"" Gacki added.
The sanctions come as the Biden administration works to expand counter-drug cooperation throughout the Western Hemisphere while also investing in policies aimed at promoting alternative agricultural livelihoods.",cnbc.com,en,https://www.cnbc.com/2021/09/16/treasury-sanctions-colombian-drug-trafficking-queen-la-patrona.html
2021-09-16 07:00:00,Fraud stock? Scorpion issues scathing warning on Berkeley Lights,"watch now
Fraud stock? Scorpion issues scathing warning on Berkeley Lights
Kir Kahlon, Scorpion Capital, on why the short seller has taken aim at Berkeley Lights. With CNBC's Melissa Lee and the Fast Money traders, Guy Adami, Tim Seymour, Nadine Terman and Jeff Mills.
09:46
Thu, Sep 16 20216:12 PM EDT",cnbc.com,en,https://www.cnbc.com/video/2021/09/16/fraud-stock-scorpion-issues-scathing-warning-on-berkeley-lights.html
2021-09-17 07:00:00,"After years of being 'squeaky clean,' the Federal Reserve is surrounded by controversy","The Federal Reserve has a big meeting on tap next week, one that will be held under the cloud of an ethical dilemma and will be run by a policymaking committee that finds itself with fairly pronounced divisions about the path ahead.
Markets largely expect the Fed to follow the two-day session with no major decisions, but rather just the first but significant nods that the historically easy pandemic-era accommodation is coming to an end soon if slowly.
""Tapering"" will be the word of the day when the post-meeting statement is issued Wednesday, at which time individual officials also will release their forecasts on the future arc of interest rates as well as economic growth and inflation.
All of that will be set against a backdrop of controversy: News reports in recent days indicate that Fed officials have been trading stocks and bonds that could be influenced at least indirectly by their policy decisions.
At the same time, speeches over the past several weeks indicate a schism between those who say the time is now to start tightening policy and those who'd rather wait.
For the normally staid Fed, the present circumstances are unusual and could yield some interesting dynamics.
""I think it's embarrassing for the Fed. It had such a squeaky-clean reputation,"" Greg Valliere, chief U.S. policy strategist at AGF Investments, said of the trading controversy that largely involved regional presidents Robert Kaplan of Dallas and Eric Rosengren of Boston. ""But I don't think it's going to change policy in any regard at all. I think it will be rearview mirror pretty soon, assuming there's no other shoe to drop.""
Valliere did note the issue will help fuel Fed critics such as Sen. Elizabeth Warren, D-Mass., who had been a vocal detractor of the Fed's looser regulatory approach in the years since the 2008-09 financial crisis.
A matter of credibility
More than that, though, the Fed lives on its credibility, and some of the recent problems could dent that.
There's the market credibility issue – Wall Street and investors need to believe that the Fed is at least mostly unified in its monetary policy approach to setting interest rates and associated moves that have market impact. Then there's the public credibility – at a time when faith in Washington's institutions has plunged, ethical missteps only add to that and can have repercussions, especially at such a delicate time.
""The ethics here look bad. They should have known better,"" said Joseph LaVorgna, chief economist for the Americas at Natixis and former chief economist of the National Economic Council during the Trump administration. ""Once you lose that moral authority, it's a problem.""
Rosengren, Kaplan and any other Fed officials who traded stocks didn't violate laws or policies. In fact, that's become part of the criticism leveled in some circles – that following the financial crisis the Fed didn't do a housecleaning when it came to internal rules to make sure it avoided the kinds of conflicts that came to light during the crisis.
""Keep in mind, they already have [trading] rules they imposed on banks, for example, and yet the Fed's governors don't live by those same rules,"" said Christopher Whalen, a Fed veteran and now chairman of Whalen Global Advisors. ""After Dodd-Frank [the post-crisis banking reforms], every agency in Washington tightened up little conflicts like insider trading. And yet the Fed is somehow exempt from those rules? They look ridiculous.""
For its part, the Fed has noted that it is following rules for other government agencies and has supplemental rules as well.
Still, a spokesman for the central bank said Thursday that Chairman Jerome Powell has directed Fed staff ""to take a fresh and comprehensive look at the ethics rules around permissible financial holdings and activities by senior Fed officials.""
""This review will assist in identifying ways to further tighten those rules and standards. The Board will make changes, as appropriate, and any changes will be added to the Reserve Bank Code of Conduct,"" the official added.
The controversy comes against a delicate set of circumstances for the Fed.
The central bank is preparing to take its first steps to normalize policy again, after slashing benchmark interest rates to zero and doubling the size of its balance sheet through more than $4 trillion in bond purchases.
Fed officials are divided on policy: By Goldman Sachs' count, six officials who have spoken publicly on the issue of tapering asset purchases are for it and six are against. On inflation, while Powell has said he expects price pressures to recede fairly soon, at least six Fed officials, including Governor Christopher Waller, have said they anticipate inflation to remain above the central bank's 2% target beyond 2021.
One more complication thrown into the mix is that Powell's term is set to expire in February, and President Joe Biden is expected to announce soon his preferred choice to lead the bank ahead. Most on Wall Street expect Powell to be nominated again, but there's growing sentiment that Biden will move out Randal Quarles as vice chairman in charge of bank supervision and replace him with Governor Lael Brainard, who likely would use a heavier hand in bank regulation.
Amid all those pressures, Powell will have to make sure the Fed gets policy right and is able to clear away some of the contentiousness of late.
""It's not a fait accompli that Jerome Powell is reappointed,"" said LaVorgna, the Natixis economist. ""The administration is understandably going to wait and see how the Fed handles the taper and what the markets do. That could be the determining factor in whether he's reappointed.""
Become a smarter investor with CNBC Pro.
Get stock picks, analyst calls, exclusive interviews and access to CNBC TV.
Sign up to start a free trial today.",cnbc.com,en,https://www.cnbc.com/2021/09/17/after-years-of-being-squeaky-clean-the-federal-reserve-is-surrounded-by-controversy.html
2021-09-17 07:00:00,"Fed Chief Powell, other officials owned securities central bank bought during Covid pandemic","(Editor's note: This story has been updated to reflect new information. Fed Chair Powell owned the municipal bonds in question in a joint account over which he had control. Due to incorrect information provided by the Federal Reserve, CNBC reported initially that Powell owned the munis in a family trust over which he had no control.)
Amid an outcry about Federal Reserve officials owning and trading individual securities, an in-depth look by CNBC at officials' financial disclosures found three who last year held assets of the same type the Fed itself was buying, including Chairman Jerome Powell.
None of these holdings or transactions appeared to violate the Fed's code of conduct. But they raise further questions about the Fed's conflict of interest policies and the oversight of central bank officials.
- Powell held between $1.25 million and $2.5 million of municipal bonds. They were just a small portion of his total reported assets. While the bonds were purchased before 2019, they were held while the Fed last year bought more than $5 billion in munis, including one from the state of Illinois purchased by his family trust in 2016.
- Boston Fed President Eric Rosengren held between $151,000 and $800,000 worth of real estate investment trusts that owned mortgage-backed securities. He made as many as 37 separate trades in the four REITS while the Fed purchased almost $700 billion in MBS.
- Richmond Fed President Thomas Barkin held $1.35 million to $3 million in individual corporate bonds purchased before 2020. They include bonds of Pepsi, Home Depot and Eli Lilly. The Fed last year opened a corporate bond-buying facility and purchased $46.5 billion of corporate bonds.
Among those questions: Should the Fed have banned officials from holding, buying and selling the same assets the Fed itself was buying last year when it dramatically widened the types of assets it would purchase in response to the pandemic?
The Fed's own code of conduct says officials ""should be careful to avoid any dealings or other conduct that might convey even an appearance of conflict between their personal interests, the interests of the system, and the public interest.""
In response to CNBC questions asked in the process of our research, a Fed spokesperson released a statement Thursday saying Powell ordered a review last week of the Fed's ethics rules surrounding ""permissible financial holdings and activities by senior Fed officials.""
A Fed spokesperson told CNBC that Powell had no say over the central bank's individual municipal bond purchases but that the bonds were held in a joint account over which he did have control. He decided not to trade muni bonds in 2019.
Barkin declined to comment but he did not appear to have any say over the individual corporate bonds purchased by the Fed.
Rosengren has announced he would sell his individual positions and stop trading while he is president. Dallas Fed President Robert Kaplan, who actively traded millions of dollars of individual stocks, also said he would no longer trade and would sell his individual positions. But he said his trade did not violate Fed ethics rules.
A spokesman for Rosengren told CNBC that he ""made sure his personal saving and investment transactions complied with what was permissible under Fed ethics rules.""
But Dennis Kelleher, CEO of the nonprofit Better Markets, said if some of these Fed actions are not against the rules, the rules need to change.
""To think that such trading is acceptable because it is supposedly allowed by Fed's current policies only highlights that the Fed's policies are woefully deficient,"" Kelleher told CNBC.
While trading by Rosengren and Kaplan was not conducted during the so-called blackout period, when Fed officials are not allowed to talk publicly about monetary policy or trade, Kelleher said during a crisis like last year, ""the whole year should be considered a blackout period"" because Fed officials are constantly talking and crafting policy in response to fast-moving events.
Correction: The Fed itself bought $5 billion to $6 billion in municipal securities last year. The previous figure used in the story incorrectly included money that came from the Treasury used to buffer against losses.",cnbc.com,en,https://www.cnbc.com/2021/09/17/fed-officials-owned-securities-it-was-buying-during-pandemic-raising-more-questions-about-conflicts.html
